estimate_id,cancer_code,regimen,role,drug,trial_name,trial_alias,trial_nct,ref,source_locator,source_locator_status,source_endpoint_label,source_population_label,setting,source_n,metric,value,value_status,unit,ci_low,ci_low_status,ci_high,ci_high_status,ci_basis,timepoint,metric_n,responders,note,source_verified,value_basis
ICI-63197a5a9a-01,HNSC,PD-L1,primary,durvalumab,HAWK,,NCT02207530,DOI:10.1016/j.ejca.2018.11.015,,not_extracted,,,"2L+ platinum-refractory R/M HNSCC, PD-L1-high (TC>=25%)",112,PFS_RATE,14.6,numeric,rate_percent,8.5,numeric,22.1,numeric,reported,12-month,112,,,True,reported
ICI-33e04a560a-01,HNSC,PD-L1,alternate,durvalumab,HAWK,,NCT02207530,DOI:10.1016/j.ejca.2018.11.015,,not_extracted,,,"2L+ platinum-refractory R/M HNSCC, PD-L1-high (TC>=25%)",112,ORR,29.4,numeric,percent,15.1,numeric,47.5,numeric,reported,,,,HPV-positive subgroup,True,reported
ICI-399cb5d0cb-01,HNSC,PD-L1,alternate,durvalumab,HAWK,,NCT02207530,DOI:10.1016/j.ejca.2018.11.015,,not_extracted,,,"2L+ platinum-refractory R/M HNSCC, PD-L1-high (TC>=25%)",112,ORR,10.9,numeric,percent,4.5,numeric,21.3,numeric,reported,,,,HPV-negative subgroup,True,reported
ICI-ae503046aa-01,HNSC,PD-L1,alternate,durvalumab,CONDOR,,,PMID:30383184,,not_extracted,,,"2L+ R/M HNSCC, PD-L1-low/negative; durvalumab monotherapy arm",67,ORR,9.2,numeric,percent,3.46,numeric,19.02,numeric,reported,,,6,"Durvalumab monotherapy arm, PD-L1-low/neg; 6 responders confirmed independently",True,reported
ICI-4614dbd717-01,HNSC,PD-L1,alternate,durvalumab + tremelimumab,CONDOR,,,PMID:30383184,,not_extracted,,,"2L+ R/M HNSCC, PD-L1-low/negative; combination arm",129,ORR,7.8,numeric,percent,3.78,numeric,13.79,numeric,reported,,,10,Durvalumab+tremelimumab combo arm; 10 responders confirmed independently,True,reported
ICI-c9a3ab079d-01,HNSC,PD-L1,alternate,tremelimumab,CONDOR,,,PMID:30383184,,not_extracted,,,"2L+ R/M HNSCC, PD-L1-low/negative; tremelimumab monotherapy arm",63,ORR,1.6,numeric,percent,0.04,numeric,8.53,numeric,reported,,,1,Tremelimumab monotherapy arm; 1 responder confirmed independently,True,reported
ICI-876f6088ed-01,HNSC_HPVneg,PD-1,primary,pembrolizumab,KEYNOTE-012,MK-3475-012,NCT01848834,PMID:29955135,,not_extracted,,,"R/M HNSCC, non-HPV-associated subgroup (pooled initial+expansion cohorts)",147,ORR,16,numeric,percent,10,numeric,23,numeric,reported,,147,23,Non-HPV-associated ORR 16% (23/147; 95% CI 10-23) from pooled KEYNOTE-012 Table 3,True,reported
ICI-ab6de4e7c2-01,HNSC_HPVneg,PD-1,alternate,pembrolizumab,KEYNOTE-012 expansion cohort,,,PMID:27646946,,not_extracted,,,"R/M HNSCC, non-HPV-associated expansion-cohort subgroup",104,ORR,14,numeric,percent,,not_extracted,,not_extracted,not_extracted,,104,15,"Non-HPV-associated expansion subgroup ORR 14% (15/104); source reports HPV-stratified value, not all-comer or PD-L1 stratum",True,reported
ICI-525a85c4f5-01,HNSC_HPVneg,PD-1,alternate,pembrolizumab,KEYNOTE-012 expansion cohort,,,PMID:27646946,,not_extracted,,,"R/M HNSCC, non-HPV-associated expansion-cohort subgroup",104,PFS_RATE,20,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,104,,6-month PFS rate in non-HPV-associated expansion subgroup,True,reported
ICI-092506171c-01,HNSC_HPVneg,PD-1,alternate,pembrolizumab,KEYNOTE-012 expansion cohort,,,PMID:27646946,,not_extracted,,,"R/M HNSCC, non-HPV-associated expansion-cohort subgroup",104,OS_RATE,56,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,104,,6-month OS rate in non-HPV-associated expansion subgroup,True,reported
ICI-495787714d-01,HNSC_HPVpos,PD-1,primary,pembrolizumab,KEYNOTE-012,MK-3475-012,NCT01848834,PMID:29955135,,not_extracted,,,"R/M HNSCC, HPV-associated subgroup (pooled initial+expansion cohorts)",45,ORR,24,numeric,percent,13,numeric,40,numeric,reported,,45,11,HPV-associated ORR 24% (11/45; 95% CI 13-40) from pooled KEYNOTE-012 Table 3,True,reported
ICI-8c52580418-01,HNSC_HPVpos,PD-1,alternate,pembrolizumab,KEYNOTE-012 expansion cohort,,,PMID:27646946,,not_extracted,,,"R/M HNSCC, HPV-associated expansion-cohort subgroup",28,ORR,32,numeric,percent,,not_extracted,,not_extracted,not_extracted,,28,9,"HPV-associated expansion subgroup ORR 32% (9/28); source reports HPV-stratified value, not all-comer or PD-L1 stratum",True,reported
ICI-3023486645-01,HNSC_HPVpos,PD-1,alternate,pembrolizumab,KEYNOTE-012 expansion cohort,,,PMID:27646946,,not_extracted,,,"R/M HNSCC, HPV-associated expansion-cohort subgroup",28,PFS_RATE,37,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,28,,6-month PFS rate in HPV-associated expansion subgroup,True,reported
ICI-3fb6937ac4-01,HNSC_HPVpos,PD-1,alternate,pembrolizumab,KEYNOTE-012 expansion cohort,,,PMID:27646946,,not_extracted,,,"R/M HNSCC, HPV-associated expansion-cohort subgroup",28,OS_RATE,70,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,28,,6-month OS rate in HPV-associated expansion subgroup,True,reported
ICI-7487baac53-01,KICH,PD-1,primary,pembrolizumab,KEYNOTE-427,MK-3475-427,NCT02853344,PMID:33529058,,not_extracted,,,"advanced non-clear-cell RCC, 1L, chromophobe subgroup",21,ORR,9.5,numeric,percent,1.2,numeric,30.4,numeric,reported,,21,2,chromophobe histology subgroup (12.7% of 165); 2/21 responders (9.5% x 21 = 2.0); CI 1.2-30.4 verified verbatim from JCO 2021 PMID:33529058 abstract; value unchanged between primary and updated analyses,True,reported
ICI-40be47aad0-01,RCC_NCC,PD-1,primary,pembrolizumab,KEYNOTE-427 cohort B,MK-3475-427,NCT02853344,PMID:33529058,,not_extracted,,,"1L advanced non-clear-cell RCC, overall cohort, final analysis",165,ORR,26.7,numeric,percent,,not_extracted,,not_extracted,not_extracted,,165,44,"overall non-clear-cell RCC final analysis; 44/165 responders; source-scope mixture of papillary, chromophobe, and unclassified RCC",True,reported
ICI-5b931e41ff-01,RCC_NCC,PD-1,primary,pembrolizumab,KEYNOTE-427 cohort B,MK-3475-427,NCT02853344,PMID:33529058,,not_extracted,,,"1L advanced non-clear-cell RCC, overall cohort, final analysis",165,CRR,6.7,numeric,percent,,not_extracted,,not_extracted,not_extracted,,165,11,overall cohort complete response rate; 11/165 complete responses,True,reported
ICI-c6f8144c0b-01,RCC_NCC,PD-1,primary,pembrolizumab,KEYNOTE-427 cohort B,MK-3475-427,NCT02853344,PMID:33529058,,not_extracted,,,"1L advanced non-clear-cell RCC, overall cohort, final analysis",165,DOR,29,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,median duration of response overall; 59.7% of responses lasted >=12 months,True,reported
ICI-74ee393f60-01,RCC_NCC,PD-1,primary,pembrolizumab,KEYNOTE-427 cohort B,MK-3475-427,NCT02853344,PMID:33529058,,not_extracted,,,"1L advanced non-clear-cell RCC, overall cohort, final analysis",165,PFS,4.2,numeric,months,2.9,numeric,5.6,numeric,reported,median,165,,median PFS overall,True,reported
ICI-048150ac07-01,RCC_NCC,PD-1,primary,pembrolizumab,KEYNOTE-427 cohort B,MK-3475-427,NCT02853344,PMID:33529058,,not_extracted,,,"1L advanced non-clear-cell RCC, overall cohort, final analysis",165,OS,28.9,numeric,months,24.3,numeric,,NR,reported,median,165,,median OS overall; upper CI not reached,True,reported
ICI-e1696a6eee-01,RCC_NCC,PD-1,alternate,pembrolizumab,KEYNOTE-427 cohort B (ASCO 2019 interim),,,DOI:10.1200/JCO.2019.37.15_suppl.4569,,not_extracted,,,"1L advanced non-clear-cell RCC, overall cohort, ASCO 2019 interim",165,ORR,24.8,numeric,percent,18.5,numeric,32.2,numeric,reported,,165,41,"interim overall; CR 4.8% (8), PR 20.0% (33); 41/165",False,reported
ICI-ba2c15eea4-01,RCC_NCC,PD-1,alternate,pembrolizumab,KEYNOTE-427 cohort B (ASCO 2019 interim),,,DOI:10.1200/JCO.2019.37.15_suppl.4569,,not_extracted,,,"1L advanced non-clear-cell RCC, overall cohort, ASCO 2019 interim",165,CRR,4.8,numeric,percent,,not_extracted,,not_extracted,not_extracted,,165,8,interim overall complete response rate; 8/165 complete responses,False,reported
ICI-12222b7086-01,RCC_NCC_UNCLASSIFIED,PD-1,primary,pembrolizumab,KEYNOTE-427 cohort B,MK-3475-427,NCT02853344,PMID:33529058,,not_extracted,,,unclassified non-clear-cell RCC subgroup (final analysis),26,ORR,30.8,numeric,percent,14.3,numeric,51.8,numeric,reported,,26,8,unclassified non-clear-cell RCC subgroup final analysis; 8/26 responders,True,reported
ICI-3c0861434d-01,RCC_NCC_UNCLASSIFIED,PD-1,alternate,pembrolizumab,KEYNOTE-427 cohort B (ASCO 2019 interim),,,DOI:10.1200/JCO.2019.37.15_suppl.4569,,not_extracted,,,unclassified non-clear-cell RCC subgroup (ASCO 2019 interim),26,ORR,34.6,numeric,percent,17.2,numeric,55.7,numeric,reported,,26,9,unclassified subgroup interim; 9/26 responders,False,reported
ICI-d1d7ea7f64-01,KIRC,PD-1,primary,nivolumab,CheckMate 025,CA209-025,NCT01668784,PMID:26406148,,not_extracted,,,"pretreated advanced clear-cell RCC (post-VEGF TKI), all-comers; nivolumab arm",410,ORR,25,numeric,percent,,not_extracted,,not_extracted,not_extracted,,410,,"OR vs everolimus 5.98 (95% CI 3.68-9.72), P<0.001",True,reported
ICI-cde7728448-01,KIRC,PD-1,primary,nivolumab,CheckMate 025,CA209-025,NCT01668784,PMID:26406148,,not_extracted,,,"pretreated advanced clear-cell RCC (post-VEGF TKI), all-comers; nivolumab arm",410,OS,25,numeric,months,21.8,numeric,,NE,reported,median,410,,"primary endpoint; upper CI not estimable; HR 0.73 (98.5% CI 0.57-0.93), P=0.0018",True,reported
ICI-3f9c08e582-01,KIRC,PD-1,primary,nivolumab,CheckMate 025,CA209-025,NCT01668784,PMID:26406148,,not_extracted,,,"pretreated advanced clear-cell RCC (post-VEGF TKI), all-comers; nivolumab arm",410,PFS,4.6,numeric,months,3.7,numeric,5.4,numeric,reported,median,410,,"HR 0.88 (95% CI 0.75-1.03), P=0.11",True,reported
ICI-a76671931a-01,KIRC,PD-1,alternate,everolimus,CheckMate-025,,,PMID:26406148,,not_extracted,,,"pretreated advanced clear-cell RCC, comparator arm",411,ORR,5,numeric,percent,,not_extracted,,not_extracted,not_extracted,,411,,comparator arm,True,reported
ICI-ba11a5b1b1-01,KIRC,PD-1,alternate,everolimus,CheckMate-025,,,PMID:26406148,,not_extracted,,,"pretreated advanced clear-cell RCC, comparator arm",411,OS,19.6,numeric,months,17.6,numeric,23.1,numeric,reported,median,411,,comparator arm,True,reported
ICI-fbc99ba6f6-01,KIRC,PD-1,alternate,everolimus,CheckMate-025,,,PMID:26406148,,not_extracted,,,"pretreated advanced clear-cell RCC, comparator arm",411,PFS,4.4,numeric,months,3.7,numeric,5.5,numeric,reported,median,411,,comparator arm,True,reported
ICI-dd6e17da69-01,KIRC,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 214,CA209-214,NCT02231749,PMID:29562145,,not_extracted,,,1L IMDC intermediate/poor-risk (co-primary population); nivo+ipi arm,425,ORR,41.6,numeric,percent,36.9,numeric,46.5,numeric,reported,,425,,confirmed ORR per IRRC; reported as 42% in NEJM; P<0.001 vs sunitinib (27%),True,reported
ICI-a400b2be5c-01,KIRC,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 214,CA209-214,NCT02231749,PMID:29562145,,not_extracted,,,1L IMDC intermediate/poor-risk (co-primary population); nivo+ipi arm,425,CRR,9.4,numeric,percent,,not_extracted,,not_extracted,not_extracted,,425,,reported ~9% complete response,True,reported
ICI-5993a4ad6a-01,KIRC,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 214,CA209-214,NCT02231749,PMID:29562145,,not_extracted,,,1L IMDC intermediate/poor-risk (co-primary population); nivo+ipi arm,425,PFS,11.6,numeric,months,,not_extracted,,not_extracted,not_extracted,median,425,,"HR 0.82, P=0.03 (did not meet pre-specified 0.009 threshold)",True,reported
ICI-88ba2f2172-01,KIRC,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 214,CA209-214,NCT02231749,PMID:29562145,,not_extracted,,,1L IMDC intermediate/poor-risk (co-primary population); nivo+ipi arm,425,OS,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,425,,median OS not reached; HR 0.63 (P<0.001) vs sunitinib 26.0 mo,True,reported
ICI-6b2e5800e3-01,KIRC,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 214,CA209-214,NCT02231749,PMID:29562145,,not_extracted,,,1L IMDC intermediate/poor-risk (co-primary population); nivo+ipi arm,425,OS_RATE,75,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,18-month,425,,18-mo OS 75% vs 60% sunitinib,True,reported
ICI-79299c47c8-01,KIRC,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 214,CA209-214,NCT02231749,PMID:29562145,,not_extracted,,,1L IMDC intermediate/poor-risk (co-primary population); nivo+ipi arm,425,DOR,,not_reached,months,21.8,numeric,,NR,reported,median,,,median DOR not reached (95% CI 21.8-NR),True,reported
ICI-558467b418-01,KIRC,PD-1+CTLA-4,alternate,sunitinib,CheckMate-214,,,PMID:29562145,,not_extracted,,,"1L IMDC intermediate/poor-risk, comparator arm",422,ORR,26.5,numeric,percent,,not_extracted,,not_extracted,not_extracted,,422,,reported as 27% in NEJM,True,reported
ICI-4bd4533ca2-01,KIRC,PD-1+CTLA-4,alternate,sunitinib,CheckMate-214,,,PMID:29562145,,not_extracted,,,"1L IMDC intermediate/poor-risk, comparator arm",422,CRR,1,numeric,percent,,not_extracted,,not_extracted,not_extracted,,422,,,True,reported
ICI-6faf5ed780-01,KIRC,PD-1+CTLA-4,alternate,sunitinib,CheckMate-214,,,PMID:29562145,,not_extracted,,,"1L IMDC intermediate/poor-risk, comparator arm",422,PFS,8.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,422,,,True,reported
ICI-fc755f7866-01,KIRC,PD-1+CTLA-4,alternate,sunitinib,CheckMate-214,,,PMID:29562145,,not_extracted,,,"1L IMDC intermediate/poor-risk, comparator arm",422,OS,26,numeric,months,,not_extracted,,not_extracted,not_extracted,median,422,,,True,reported
ICI-d7ddba5ce8-01,KIRC,PD-1+CTLA-4,alternate,sunitinib,CheckMate-214,,,PMID:29562145,,not_extracted,,,"1L IMDC intermediate/poor-risk, comparator arm",422,OS_RATE,60,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,18-month,422,,,True,reported
ICI-e02a6a2af9-01,KIRC,PD-1+CTLA-4,alternate,nivolumab+ipilimumab,CheckMate-214,,,PMID:29562145,,not_extracted,,,1L ITT (all randomized) population; nivo+ipi arm,550,ORR,39,numeric,percent,,not_extracted,,not_extracted,not_extracted,,550,,"ITT; 39% vs 32% sunitinib, P=0.02 (did not meet significance threshold)",True,reported
ICI-2ba1f4b363-01,KIRC,PD-1+CTLA-4,alternate,nivolumab+ipilimumab,CheckMate-214,,,PMID:29562145,,not_extracted,,,1L ITT (all randomized) population; nivo+ipi arm,550,PFS,12.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,550,,ITT; vs 12.3 mo sunitinib,True,reported
ICI-75c08bb4ec-01,KIRC,PD-1+CTLA-4,alternate,nivolumab+ipilimumab,CheckMate-214,,,PMID:29562145,,not_extracted,,,1L ITT (all randomized) population; nivo+ipi arm,550,OS,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,550,,ITT median OS not reached; HR 0.68 (P<0.001) vs sunitinib 32.9 mo,True,reported
ICI-74f4bc9574-01,KIRC,PD-L1,primary,atezolizumab,IMmotion150,WO29074,NCT01984242,PMID:29867230,,not_extracted,,,"1L metastatic RCC, atezolizumab monotherapy, ITT",103,ORR,25,numeric,percent,,not_extracted,,not_extracted,not_extracted,,103,,"ITT; CR 11%, PR 14% (per McDermott Nat Med 2018)",True,reported
ICI-6f3c5a80c9-01,KIRC,PD-L1,primary,atezolizumab,IMmotion150,WO29074,NCT01984242,PMID:29867230,,not_extracted,,,"1L metastatic RCC, atezolizumab monotherapy, ITT",103,CRR,11,numeric,percent,,not_extracted,,not_extracted,not_extracted,,103,,ITT,True,reported
ICI-929e53c50f-01,KIRC,PD-L1,primary,atezolizumab,IMmotion150,WO29074,NCT01984242,PMID:29867230,,not_extracted,,,"1L metastatic RCC, atezolizumab monotherapy, ITT",103,PFS,6.1,numeric,months,,not_extracted,,not_extracted,not_extracted,median,103,,atezo mono ITT vs sunitinib 8.4 mo; mono missed PFS benefit,True,reported
ICI-e6fa7070be-01,KIRC,PD-L1,alternate,atezolizumab,IMmotion150 (atezo mono arm),,,PMID:29867230,,not_extracted,,,"1L metastatic RCC, atezo mono, PD-L1+ subgroup",,ORR,28,numeric,percent,,not_extracted,,not_extracted,not_extracted,,,,"PD-L1+ subgroup; CR 15%, PR 13%",True,reported
ICI-7be940d63d-01,KIRC,PD-L1,alternate,atezolizumab,IMmotion150 (atezo mono arm),,,PMID:29867230,,not_extracted,,,"1L metastatic RCC, atezo mono, PD-L1+ subgroup",,PFS,,not_extracted,months,,not_extracted,,not_extracted,not_extracted,median,,,PD-L1+ HR atezo mono vs sunitinib 1.03 (95% CI 0.63-1.67),True,reported
ICI-06c2905f2c-01,KIRC,PD-L1,alternate,atezolizumab + bevacizumab,IMmotion150 (atezo+bev arm),,,PMID:29867230,,not_extracted,,,"1L metastatic RCC, atezo+bev combination, ITT",101,ORR,32,numeric,percent,,not_extracted,,not_extracted,not_extracted,,101,,ITT combo arm; matches row note 'combo arm 32%',True,reported
ICI-c1bf57d928-01,KIRC,PD-L1,alternate,atezolizumab + bevacizumab,IMmotion150 (atezo+bev arm),,,PMID:29867230,,not_extracted,,,"1L metastatic RCC, atezo+bev combination, ITT",101,PFS,11.7,numeric,months,,not_extracted,,not_extracted,not_extracted,median,101,,combo ITT vs sunitinib 8.4 mo,True,reported
ICI-36e5ed46b2-01,KIRC,PD-L1,alternate,atezolizumab + bevacizumab,IMmotion150 (atezo+bev arm),,,PMID:29867230,,not_extracted,,,"1L metastatic RCC, atezo+bev, PD-L1+ subgroup",,ORR,46,numeric,percent,,not_extracted,,not_extracted,not_extracted,,,,PD-L1+ subgroup,True,reported
ICI-b71d41ed18-01,KIRC,PD-L1,alternate,atezolizumab + bevacizumab,IMmotion150 (atezo+bev arm),,,PMID:29867230,,not_extracted,,,"1L metastatic RCC, atezo+bev, PD-L1+ subgroup",,PFS,,not_extracted,months,,not_extracted,,not_extracted,not_extracted,median,,,PD-L1+ HR combo vs sunitinib 0.64 (95% CI 0.38-1.08),True,reported
ICI-cc9a5e0825-01,KIRP,PD-1,primary,pembrolizumab,KEYNOTE-427 cohort B,MK-3475-427,NCT02853344,PMID:33529058,,not_extracted,,,papillary nccRCC subgroup (final analysis),118,ORR,28.8,numeric,percent,20.8,numeric,37.9,numeric,reported,,118,34,papillary subtype final analysis; source reports 28.8% ORR,True,reported
ICI-f9208d1721-01,LIHC,PD-1,primary,nivolumab,CheckMate 040,CA209-040,NCT01658878,PMID:28434648,,not_extracted,,,"advanced HCC, sorafenib-naive & -experienced, dose-expansion cohort",214,ORR,20,numeric,percent,15,numeric,26,numeric,reported,,214,42,expansion cohort; 95% CI 15-26; 3 CR included; row's 17% is mid-range across escalation(15%)/expansion(20%),True,reported
ICI-6b55e578ad-01,LIHC,PD-1,primary,nivolumab,CheckMate 040,CA209-040,NCT01658878,PMID:28434648,,not_extracted,,,"advanced HCC, sorafenib-naive & -experienced, dose-expansion cohort",214,DCR,64,numeric,percent,,not_extracted,,not_extracted,not_extracted,,214,,expansion; SD ~45%,True,reported
ICI-587c2a8f1e-01,LIHC,PD-1,primary,nivolumab,CheckMate 040,CA209-040,NCT01658878,PMID:28434648,,not_extracted,,,"advanced HCC, sorafenib-naive & -experienced, dose-expansion cohort",214,DOR,9.9,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,expansion; 67% responses ongoing at cutoff,True,reported
ICI-64664fa73d-01,LIHC,PD-1,primary,nivolumab,CheckMate 040,CA209-040,NCT01658878,PMID:28434648,,not_extracted,,,"advanced HCC, sorafenib-naive & -experienced, dose-expansion cohort",214,OS_RATE,83,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,214,,expansion cohort,True,reported
ICI-cc67a3135f-01,LIHC,PD-1,primary,nivolumab,CheckMate 040,CA209-040,NCT01658878,PMID:28434648,,not_extracted,,,"advanced HCC, sorafenib-naive & -experienced, dose-expansion cohort",214,OS_RATE,74,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,9-month,214,,expansion cohort,True,reported
ICI-7f5eb696e1-01,LIHC,PD-1,alternate,nivolumab,CheckMate 040 (dose-escalation),,,PMID:28434648,,not_extracted,,,"advanced HCC, dose-escalation cohort",48,ORR,15,numeric,percent,6,numeric,28,numeric,reported,,48,7,escalation; 95% CI 6-28; 3 CR; tiny n,True,reported
ICI-ec4200c61e-01,LIHC,PD-1,alternate,nivolumab,CheckMate 040 (dose-escalation),,,PMID:28434648,,not_extracted,,,"advanced HCC, dose-escalation cohort",48,DCR,58,numeric,percent,,not_extracted,,not_extracted,not_extracted,,48,,escalation,True,reported
ICI-78750f0529-01,LIHC,PD-1,alternate,nivolumab,CheckMate 040 (dose-escalation),,,PMID:28434648,,not_extracted,,,"advanced HCC, dose-escalation cohort",48,DOR,17,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,escalation,True,reported
ICI-337217ea27-01,LIHC,PD-1,alternate,nivolumab,CheckMate 040 (dose-escalation),,,PMID:28434648,,not_extracted,,,"advanced HCC, dose-escalation cohort",48,OS,15,numeric,months,,not_extracted,,not_extracted,not_extracted,median,48,,escalation cohort median OS (15.0 mo),True,reported
ICI-31c4f078ca-01,LIHC,PD-1,alternate,nivolumab,CheckMate 040 (dose-escalation),,,PMID:28434648,,not_extracted,,,"advanced HCC, dose-escalation cohort",48,OS_RATE,66,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,48,,escalation,True,reported
